Liczba zadañ: 50
Liczba przerw: 5
Czas trwania operacji i przerw: 1-20
Liczba instancji: 20

Wielkoœæ populacji: 200
Wspólczynnik mutacji: 0.1
L. kandydatów do turnieju: 20
L. zwyciêzców turnieju: 20
Wspó³czynnik podzia³u: 0.3
Liczba pokoleñ: 100
918;691;24,72
978;762;22,08
867;622;28,25
1016;769;24,31
876;667;23,85
1039;803;22,71
944;672;28,81
944;733;22,35
981;754;23,13
904;676;25,22
864;675;21,87
943;710;24,7
953;725;23,92
949;714;24,76
1001;775;22,57
900;648;28,0
954;700;26,62
898;654;27,17
861;612;28,91
986;767;22,21
