Liczba zadañ: 50
Liczba przerw: 5
Czas trwania operacji i przerw: 1-20
Liczba instancji: 20

Wielkoœæ populacji: 200
Wspólczynnik mutacji: 0.1
L. kandydatów do turnieju: 20
L. zwyciêzców turnieju: 20
Wspó³czynnik podzia³u: 0.6
Liczba pokoleñ: 100
913;710;22,23
974;720;26,07
864;622;28,0
1018;838;17,68
878;679;22,66
1037;780;24,78
940;701;25,42
940;750;20,21
982;721;26,57
907;732;19,29
861;664;22,88
940;722;23,19
952;726;23,73
938;705;24,84
1000;769;23,1
897;699;22,07
956;733;23,32
900;691;23,22
864;685;20,71
982;773;21,28
