Liczba zadañ: 50
Liczba przerw: 5
Czas trwania operacji i przerw: 1-20
Liczba instancji: 20

Wielkoœæ populacji: 200
Wspólczynnik mutacji: 0.1
L. kandydatów do turnieju: 20
L. zwyciêzców turnieju: 60
Wspó³czynnik podzia³u: 0.5
Liczba pokoleñ: 100
916;679;25,87
967;718;25,74
870;637;26,78
1016;788;22,44
878;667;24,03
1043;766;26,55
941;689;26,78
944;729;22,77
986;785;20,38
905;668;26,18
859;685;20,25
948;735;22,46
955;722;24,39
942;729;22,61
999;783;21,62
895;667;25,47
957;734;23,3
900;651;27,66
866;675;22,05
987;788;20,16
