Liczba zadañ: 50
Liczba przerw: 5
Czas trwania operacji i przerw: 1-20
Liczba instancji: 20

Wielkoœæ populacji: 200
Wspólczynnik mutacji: 0.1
L. kandydatów do turnieju: 20
L. zwyciêzców turnieju: 90
Wspó³czynnik podzia³u: 0.5
Liczba pokoleñ: 100
917;698;23,88
970;728;24,94
869;638;26,58
1017;749;26,35
878;683;22,2
1037;784;24,39
939;698;25,66
942;751;20,27
982;768;21,79
903;678;24,91
865;631;27,05
949;740;22,02
957;714;25,39
939;746;20,55
997;813;18,45
898;697;22,38
961;743;22,68
905;737;18,56
871;699;19,74
979;724;26,04
