Liczba zadañ: 50
Liczba przerw: 5
Czas trwania operacji i przerw: 1-20
Liczba instancji: 20

Wielkoœæ populacji: 200
Wspólczynnik mutacji: 0.1
L. kandydatów do turnieju: 10
L. zwyciêzców turnieju: 10
Wspó³czynnik podzia³u: 0.5
Liczba pokoleñ: 100
919;668;27,31
970;733;24,43
867;640;26,18
1015;755;25,61
877;677;22,8
1037;819;21,02
939;666;29,07
946;757;19,97
981;720;26,6
903;667;26,13
858;676;21,21
947;740;21,85
953;732;23,18
944;686;27,33
1003;794;20,83
898;691;23,05
953;724;24,02
903;683;24,36
869;665;23,47
986;735;25,45
