Liczba zadañ: 50
Liczba przerw: 5
Czas trwania operacji i przerw: 1-20
Liczba instancji: 20

Wielkoœæ populacji: 200
Wspólczynnik mutacji: 0.1
L. kandydatów do turnieju: 85
L. zwyciêzców turnieju: 85
Wspó³czynnik podzia³u: 0.5
Liczba pokoleñ: 100
916;686;25,1
972;744;23,45
857;650;24,15
1019;798;21,68
876;641;26,82
1040;811;22,01
945;720;23,8
945;758;19,78
978;750;23,31
903;661;26,79
865;692;20,0
946;685;27,58
957;700;26,85
943;691;26,72
1001;723;27,77
901;666;26,08
960;711;25,93
900;681;24,33
865;616;28,78
981;748;23,75
