Liczba zadañ: 50
Liczba przerw: 5
Czas trwania operacji i przerw: 1-20
Liczba instancji: 20

Wielkoœæ populacji: 200
Wspólczynnik mutacji: 0.1
L. kandydatów do turnieju: 20
L. zwyciêzców turnieju: 85
Wspó³czynnik podzia³u: 0.5
Liczba pokoleñ: 100
918;678;26,14
972;745;23,35
867;606;30,1
1021;798;21,84
877;642;26,79
1038;812;21,77
940;703;25,21
944;722;23,51
981;779;20,59
901;702;22,08
859;622;27,59
948;702;25,94
956;702;26,56
937;722;22,94
997;772;22,56
899;678;24,58
959;717;25,23
902;670;25,72
866;648;25,17
978;749;23,41
